X1,X2,X3,X4,X5,X6,X7,y
561,621,725,634,93,429,278,9.73
550,625,742,649,91,443,296,9.46
561,639,763,658,94,461,321,11.02
557,650,766,676,98,474,325,10.73
748,752,815,674,89,95,121,13.38
729,753,815,660,88,94,138,13.46
726,767,1083,718,70,26,33,4.74
663,775,860,755,115,564,452,9.52
749,780,827,678,95,93,148,11.51
744,790,1122,729,75,33,42,3.95
711,806,858,737,113,480,314,8.57
745,811,1177,751,62,20,25,4.75
752,813,1187,755,62,21,21,4.75
749,814,1161,751,60,20,21,4.86
745,816,1173,748,64,30,44,3.48
750,820,1166,752,61,20,21,4.87
758,823,1157,774,60,18,18,4.4
751,832,1189,779,60,19,18,4.22
760,832,1163,758,58,20,20,4.87
751,832,1184,766,64,24,30,4.45
762,835,1157,754,62,27,38,5.14
789,840,896,745,105,100,141,15.21
757,841,1190,774,62,24,28,5.26
786,842,903,762,108,112,167,12.38
747,844,921,792,116,468,300,9.15
776,845,1174,763,64,24,32,4.57
785,846,1176,771,68,31,45,3.57
772,849,1171,777,62,24,29,5.05
778,850,1219,792,66,26,35,4.84
770,853,1205,785,65,27,34,5.13
781,853,1160,773,62,25,33,4.43
775,855,1193,787,64,26,34,3.51
793,866,987,771,65,115,179,15.46
767,881,997,863,127,526,378,5.06
815,898,1004,847,127,138,226,14.07
860,906,1021,823,218,115,352,4.43
752,911,1128,858,158,349,278,8.76
756,916,1146,869,185,358,290,8.84
834,917,1027,860,124,129,191,15.42
771,919,1110,880,129,348,279,8.99
755,926,1150,854,146,377,300,7.44
760,928,1181,845,166,416,337,7.07
759,930,1127,872,162,364,292,8.47
769,932,1161,882,203,377,300,8.52
769,935,1159,893,184,367,298,8.47
778,940,1153,896,182,375,304,8.48
819,944,1398,893,62,28,44,7.12
764,945,1196,858,173,410,332,7.28
781,946,1126,920,110,334,268,8.78
862,947,1030,887,132,128,208,12.05
855,947,1070,857,76,129,194,15.2
794,949,1187,886,148,382,310,7.44
785,956,1176,879,170,389,312,7.47
792,956,1139,914,142,367,294,8.39
799,962,1197,921,192,389,315,7.81
788,965,1213,871,216,459,380,8.47
805,965,1178,926,235,413,336,8.13
794,966,1224,894,209,430,349,7.18
797,971,1231,889,206,436,360,6.97
811,975,1251,856,336,526,427,8.36
763,975,1242,1116,259,907,777,6.74
809,977,1169,960,110,331,261,8.78
800,980,1178,944,102,327,260,8.49
822,983,1221,900,224,433,363,8.89
809,985,1241,903,232,467,385,7.24
799,986,1179,949,104,330,260,8.75
812,990,1242,903,230,466,388,7.7
827,990,1220,923,207,426,347,7.48
815,994,1199,958,97,324,257,8.6
814,996,1240,913,216,449,371,7.12
822,996,1222,918,220,440,362,7.38
822,996,1224,928,209,431,353,7.45
864,1000,1076,930,85,128,201,15.71
827,1001,1260,907,318,530,432,8.93
820,1001,1249,916,244,480,395,7.84
869,1002,1210,1002,79,95,143,18.2
821,1005,1268,932,258,490,408,7.65
840,1009,1268,940,253,480,394,7.28
823,1009,1244,966,222,434,355,7.68
830,1009,1216,965,249,438,357,7.66
828,1011,1261,922,235,478,395,7.79
827,1012,1261,935,254,483,400,7.45
825,1013,1241,941,223,437,358,7.48
825,1015,1297,924,330,524,438,8.75
817,1015,1254,916,263,471,387,8.64
887,1015,1241,1020,83,104,162,18.59
880,1015,1227,1003,80,98,149,18.88
825,1016,1228,952,173,429,345,8.48
833,1017,1251,941,257,471,391,7.12
848,1019,1250,943,251,479,394,8.07
846,1020,1261,954,193,431,347,7.6
831,1020,1248,965,188,425,352,7.82
858,1022,1251,966,198,425,347,7.66
826,1023,1251,938,253,470,386,7.17
881,1023,1236,1030,87,102,159,18.75
825,1024,1259,941,248,481,399,8.19
830,1025,1229,977,95,327,259,5.52
845,1026,1273,941,264,491,402,7.09
843,1026,1262,976,220,443,360,7.89
980,1027,1127,913,292,123,371,3.37
846,1032,1271,938,255,495,408,7.66
845,1032,1280,953,266,482,393,7.18
842,1035,1293,957,289,502,416,9
846,1035,1287,950,268,481,399,7.51
849,1037,1263,960,254,481,401,8.42
845,1038,1243,985,100,330,262,5.83
844,1038,1268,988,216,440,363,7.87
854,1039,1234,967,101,329,261,5.5
849,1039,1242,971,100,326,261,7.16
856,1039,1274,957,272,499,411,7.95
892,1040,1257,1028,79,101,156,16.52
852,1041,1241,984,100,333,266,7.51
844,1041,1231,968,103,331,260,6.29
859,1041,1239,975,101,328,260,5.63
854,1042,1244,983,101,329,259,6.36
855,1042,1261,957,265,500,414,8.09
860,1042,1251,955,265,485,405,8.36
843,1043,1211,950,97,326,262,7.12
918,1043,1276,1088,216,209,290,14.06
855,1044,1239,972,105,329,264,8.68
858,1044,1252,982,98,328,262,6.75
860,1044,1278,965,267,489,405,8.27
861,1044,1285,962,274,503,415,7.71
906,1044,1460,961,78,66,139,4.68
860,1048,1250,984,100,328,259,6.32
861,1049,1282,1003,230,454,377,8.03
856,1050,1281,1000,237,458,378,7.68
868,1051,1263,976,270,496,407,8.54
861,1051,1263,972,263,488,402,8.02
912,1051,1269,1034,82,108,177,16
859,1052,1252,988,100,326,257,5.55
915,1052,1267,1056,89,109,162,18.94
911,1052,1265,1059,89,118,194,18.01
922,1052,1273,1042,84,112,176,16.11
864,1054,1266,984,100,325,260,7.52
873,1054,1307,970,318,510,423,9
871,1054,1282,1010,261,473,385,8.11
917,1055,1271,1056,88,113,183,16.34
858,1056,1248,990,100,324,261,5.95
862,1056,1279,1005,245,461,383,7.98
911,1057,1131,1004,174,159,228,15.51
925,1058,1288,1069,90,129,212,16.79
857,1060,1278,996,237,459,377,7.88
864,1061,1256,1002,100,327,260,7.72
871,1061,1282,977,267,493,411,7.98
784,1061,1479,1216,96,414,239,7.9
912,1061,1273,1066,93,122,205,16.25
929,1061,1284,1068,95,126,207,17.19
860,1062,1274,1004,104,331,265,7.71
857,1062,1282,998,233,455,375,7.54
863,1062,1560,1119,97,73,139,4.16
865,1063,1262,1002,100,328,261,7.61
862,1063,1277,1006,104,326,261,8.48
860,1063,1279,1016,104,327,261,8.04
910,1063,1294,1052,88,123,200,17.04
930,1063,1268,1046,98,162,250,15.35
862,1064,1267,1006,105,335,269,7.57
862,1064,1283,1012,104,330,260,7.89
774,1064,1498,1244,104,449,287,9.91
785,1064,1462,1204,95,410,229,8.13
906,1064,1288,1065,90,130,207,16.12
867,1065,1261,998,98,327,261,5.35
870,1065,1261,1003,102,331,266,7.21
864,1065,1277,999,105,325,266,8.2
866,1065,1551,1112,95,66,127,4.16
910,1065,1272,1060,91,111,177,16.23
868,1067,1274,998,99,327,262,6.52
861,1067,1277,985,95,329,260,5
866,1067,1285,985,291,516,427,8.31
869,1068,1266,1000,98,325,260,8.08
876,1068,1267,1012,133,437,346,5.76
883,1068,1300,971,326,520,436,8.95
883,1068,1300,971,326,520,436,8.32
875,1068,1282,985,282,507,426,8.45
871,1068,1291,1011,230,461,377,7.95
923,1068,1284,1061,89,122,187,18.38
886,1069,1294,1021,244,457,377,8.32
871,1070,1257,1002,100,328,260,5.77
872,1070,1304,1027,266,491,410,7.05
911,1070,1276,1065,92,121,195,18.65
922,1071,1293,1050,89,123,207,17.53
922,1071,1271,1063,88,126,196,17.29
872,1073,1287,1000,256,470,384,7.31
869,1074,1274,1012,104,326,260,6.03
921,1074,1277,1057,91,122,194,15.47
867,1075,1273,1007,106,328,260,7.14
877,1075,1273,1012,103,328,261,7.36
884,1075,1304,991,296,528,437,7.94
878,1076,1275,1012,104,329,259,6.06
898,1076,1311,1033,270,480,400,7.75
930,1076,1276,1073,94,122,195,18.31
927,1077,1286,1057,89,120,191,16.1
941,1077,1302,1076,92,125,201,15.2
917,1077,1286,1063,89,115,187,16.18
921,1079,1295,1074,95,128,207,18.13
871,1080,1272,1010,105,332,265,5.81
771,1080,1543,1326,125,594,459,9.21
776,1080,1502,1259,106,469,307,10.02
928,1080,1290,1057,88,121,189,17.31
889,1081,1327,1031,282,501,412,7.1
804,1082,1495,1226,101,436,259,11.71
924,1082,1297,1066,95,127,203,18.82
880,1083,1319,1000,350,541,442,8.9
888,1083,1302,1023,273,488,401,7.45
936,1083,1305,1092,105,147,238,18.94
934,1083,1295,1077,95,125,209,18.3
935,1083,1320,1096,95,133,218,16.43
861,1084,1303,1062,137,373,305,6.34
860,1084,1522,1112,99,69,134,3.3
895,1086,1318,999,317,539,454,7.98
872,1087,1311,1009,92,328,261,5.85
895,1087,1329,1013,310,529,440,8.02
887,1087,1311,1036,276,497,407,7.86
921,1088,1305,1077,95,128,203,18.81
915,1088,1297,1087,93,126,202,15.92
885,1089,1324,1007,316,522,438,8.1
897,1089,1313,1035,267,492,405,7.34
947,1089,1298,1078,94,124,203,16.34
894,1090,1308,1034,266,487,401,8.03
946,1091,1316,1097,97,128,212,16.21
941,1091,1308,1092,93,133,214,16.78
916,1091,1310,1099,91,128,205,17.04
879,1092,1324,1022,97,331,259,6.95
885,1095,1348,1023,338,533,444,8.34
893,1095,1317,1043,270,484,404,7.87
812,1095,1515,1247,103,452,284,10.2
952,1097,1319,1091,96,133,214,16.52
939,1098,1312,1087,91,129,209,16.38
888,1099,1333,1020,94,328,264,6.38
892,1099,1328,1046,279,503,413,7.39
902,1100,1324,1016,327,552,461,8.12
927,1100,1309,1097,95,134,221,16.52
898,1101,1328,1047,292,498,418,7.69
959,1101,1334,1107,109,163,258,18.5
937,1101,1314,1086,95,136,219,16.78
888,1102,1337,1026,99,332,264,6.49
879,1102,1323,1064,147,394,317,6.26
941,1104,1324,1109,105,147,246,18.75
902,1105,1333,1021,328,551,463,8.33
899,1105,1331,1049,293,507,418,7.24
943,1105,1319,1104,100,134,219,18.43
906,1107,1331,1058,294,504,424,7.95
898,1108,1410,1018,522,608,508,8.71
888,1108,1343,1072,158,403,332,6.32
967,1108,1338,1140,293,265,343,8.22
893,1111,1334,1037,99,328,262,5.01
919,1112,1351,1031,324,549,456,7.98
970,1113,1332,1128,311,281,356,7.99
921,1114,1302,1091,101,133,214,18.52
958,1116,1335,1122,287,272,348,8.11
963,1116,1320,1117,115,167,259,18.96
954,1117,1351,1157,105,148,240,18.95
970,1119,1346,1116,101,145,229,16.3
953,1119,1346,1131,101,142,228,16.32
919,1120,1350,1040,355,550,457,8.64
961,1123,1350,1163,105,146,238,18.94
959,1123,1361,1149,104,146,236,18.28
983,1123,1343,1116,102,147,237,16.14
896,1124,1349,1089,166,413,341,6.17
960,1125,1362,1163,108,158,250,18.51
972,1125,1343,1118,112,168,259,18.46
910,1126,1357,1034,92,327,261,6.03
1075,1126,1404,1091,517,210,519,3.1
958,1126,1362,1157,107,156,254,18.95
953,1126,1336,1123,97,140,226,17.04
893,1128,1610,1175,109,79,162,3.81
954,1128,1277,1083,101,149,243,15.33
906,1129,1378,1090,245,474,390,7.51
905,1131,1362,1043,93,324,260,5.73
795,1131,1570,1362,132,647,548,5.26
917,1133,1375,1039,93,328,261,5.37
910,1133,1355,1043,93,327,260,6.2
798,1133,1570,1352,132,615,497,7.08
969,1135,1369,1156,108,163,252,18.14
826,1136,1574,1333,122,562,435,5.83
966,1137,1362,1157,107,147,240,18.18
967,1137,1372,1157,108,162,248,18.15
911,1138,1383,1081,117,351,283,5.46
917,1138,1355,1061,98,331,261,5.91
918,1138,1353,1049,96,328,262,6.53
966,1138,1371,1163,108,156,247,18.73
916,1139,1353,1060,96,328,261,6.13
975,1140,1384,1194,110,158,250,18.25
917,1143,1361,1073,100,330,262,6.78
935,1143,1360,1071,100,333,267,5.97
978,1143,1354,1134,104,154,242,15.98
994,1145,1339,1140,118,191,281,16.85
924,1146,1350,1064,103,340,271,6.44
918,1147,1390,1066,105,331,266,6.62
977,1147,1390,1196,110,157,249,18.35
978,1147,1397,1205,113,170,258,18.4
995,1147,1369,1144,120,190,283,18.38
837,1148,1585,1341,123,580,431,9.87
988,1148,1388,1194,112,170,259,18.47
967,1148,1360,1156,115,184,267,17.14
924,1150,1378,1067,104,332,264,6.22
926,1150,1379,1062,102,331,265,5.93
983,1150,1376,1183,114,177,265,18.74
970,1150,1381,1176,110,167,256,18.63
924,1151,1364,1075,99,327,261,6.34
988,1151,1391,1203,112,169,258,18.18
978,1153,1366,1156,101,150,254,17.07
929,1154,1389,1069,101,328,264,6.89
983,1156,1390,1192,113,175,265,18.91
989,1156,1388,1193,112,175,262,18.69
926,1159,1369,1079,99,330,261,6.62
929,1159,1370,1081,101,332,265,6.36
985,1159,1395,1207,113,173,265,17.84
931,1160,1370,1085,101,330,264,6.72
1007,1160,1427,1238,119,205,294,18.08
933,1161,1391,1077,106,332,260,5.56
925,1161,1396,1080,104,329,262,5.86
995,1162,1420,1231,115,192,275,18.3
945,1163,1393,1087,130,354,287,5.43
999,1163,1394,1218,130,233,319,18.89
994,1163,1398,1207,114,177,265,18.46
1007,1165,1360,1145,110,193,276,15.15
935,1166,1389,1142,207,448,370,6.29
972,1166,1406,1211,113,169,267,18.19
989,1166,1403,1212,114,180,264,18.85
1003,1168,1381,1169,311,287,361,8.14
1002,1169,1387,1178,107,164,261,17.19
991,1169,1362,1150,123,236,307,17.07
976,1169,1392,1183,111,150,252,11.79
1009,1171,1399,1254,142,208,296,18.84
985,1171,1402,1161,96,130,209,12.81
1008,1172,1380,1227,132,225,308,18.68
994,1172,1407,1218,117,179,266,18.39
996,1172,1414,1225,117,188,275,18.43
999,1172,1394,1169,110,187,278,14.77
1011,1174,1432,1233,119,208,291,18.76
1012,1174,1395,1184,117,194,289,14.92
989,1174,1403,1200,112,164,258,12.1
995,1175,1381,1167,115,175,267,18.28
1007,1175,1395,1210,126,194,283,18.65
923,1176,1418,1143,172,418,337,6.99
1025,1177,1394,1194,378,336,406,8.65
1032,1177,1399,1189,386,335,412,8.77
1003,1177,1401,1188,116,199,282,15.38
1017,1177,1399,1175,117,201,289,15.45
995,1177,1379,1154,112,193,281,15.13
1007,1177,1390,1180,118,187,276,17.81
1009,1178,1436,1245,123,208,289,17.16
999,1178,1429,1229,120,199,281,18.22
1007,1178,1390,1166,117,209,293,14.61
1002,1178,1375,1178,121,191,275,16.54
1018,1180,1403,1184,368,322,393,8.22
987,1180,1425,1224,116,190,282,17.58
1006,1180,1410,1181,102,151,236,16.16
996,1180,1388,1180,120,190,288,17.78
1053,1181,1403,1206,260,357,416,8.09
1003,1181,1394,1234,129,222,306,18.82
996,1181,1418,1231,118,196,277,17.75
995,1181,1384,1171,115,205,289,15.04
1000,1182,1395,1240,137,233,308,18.2
1013,1182,1436,1240,118,209,285,16.84
1003,1182,1424,1237,117,199,278,17.34
1009,1182,1391,1179,110,176,271,16.98
1009,1182,1397,1175,118,204,291,15.21
1029,1184,1409,1269,147,216,301,17.71
1003,1184,1392,1172,118,201,289,15.58
1012,1184,1394,1183,120,219,307,16.54
999,1184,1399,1197,123,203,287,18.12
1001,1185,1395,1245,137,243,308,17.38
1019,1185,1398,1183,119,207,290,14.88
1005,1185,1388,1179,118,210,295,16.44
1018,1185,1391,1185,118,213,300,15.77
1009,1185,1394,1189,120,214,297,16.02
1014,1185,1391,1183,121,207,294,16.62
971,1186,1423,1191,297,509,425,7.79
1015,1187,1399,1190,120,191,285,17.73
999,1187,1386,1185,117,193,276,18.25
983,1188,1397,1240,138,255,331,18.96
1015,1188,1403,1189,115,194,289,15.93
1009,1188,1398,1174,119,221,302,16.03
1013,1188,1383,1193,123,202,291,17
1006,1188,1391,1189,121,184,278,17.62
1021,1188,1414,1215,126,213,299,18.67
966,1190,1435,1126,154,390,324,5.71
936,1190,1482,1172,140,372,301,7.17
1007,1190,1407,1242,137,249,331,18.92
1002,1190,1432,1240,120,208,288,17.39
997,1190,1403,1184,115,184,275,15.49
1025,1190,1403,1185,117,208,294,15.21
1015,1190,1395,1175,120,216,300,15.43
1019,1190,1381,1192,122,188,275,17.19
1014,1190,1391,1188,119,192,279,18.36
997,1190,1412,1209,115,168,262,12.3
953,1191,1434,1115,156,407,332,5.86
955,1191,1432,1161,295,523,421,7.15
1002,1191,1438,1243,120,205,289,17.7
1013,1191,1447,1246,124,222,301,17.94
1014,1191,1407,1203,118,214,299,15.33
1026,1191,1399,1183,120,215,297,15.99
1013,1191,1399,1184,118,210,299,15.41
1013,1191,1398,1192,120,194,287,17.8
1013,1191,1395,1190,124,201,291,18.8
1027,1191,1410,1200,123,209,297,18.84
1012,1191,1421,1210,115,170,262,11.79
1029,1193,1410,1201,312,281,360,7.85
1033,1193,1421,1258,140,253,337,17.89
1009,1193,1454,1263,126,217,296,16.77
1020,1193,1451,1258,124,204,299,18.17
1024,1193,1394,1178,114,201,295,16.43
1020,1193,1413,1175,119,209,291,15.05
1015,1193,1405,1178,123,209,293,18.31
1006,1194,1394,1240,139,250,334,18.62
1009,1194,1449,1254,123,224,303,17.76
1015,1194,1401,1197,116,199,294,17.28
1019,1194,1405,1198,120,207,294,15.2
1023,1194,1410,1188,117,201,288,15.48
1027,1196,1414,1264,144,224,309,17.84
1007,1196,1453,1251,122,208,291,17.33
1019,1196,1402,1194,120,213,299,15
1002,1196,1395,1180,116,201,287,14.88
1021,1196,1416,1198,120,203,295,14.61
1019,1196,1429,1206,119,216,297,15.36
1033,1196,1406,1193,121,210,296,16.3
990,1196,1427,1200,104,142,229,13.05
1002,1196,1423,1212,118,169,264,12.3
1024,1197,1414,1260,145,222,303,18.32
1030,1197,1413,1185,118,204,296,15.22
1000,1197,1388,1181,122,208,295,16.82
1030,1197,1403,1202,125,220,303,17.52
996,1197,1429,1225,118,162,258,12.2
974,1199,1416,1121,138,405,325,6.65
1026,1199,1357,1212,330,208,281,16.15
1020,1199,1433,1214,119,207,294,16.31
1017,1199,1403,1190,116,207,287,15.35
1019,1199,1401,1189,123,210,300,16.6
1014,1199,1390,1188,121,197,289,17.72
1019,1199,1410,1209,124,203,294,18.2
1017,1199,1403,1198,124,203,294,18.64
1000,1199,1438,1194,106,146,241,12.81
1041,1200,1421,1250,139,262,335,17.84
1032,1200,1407,1196,121,213,296,15.12
1020,1200,1401,1181,120,213,300,15
1008,1200,1395,1175,115,199,288,14.67
1019,1200,1397,1197,126,230,307,18.43
1033,1202,1420,1285,149,219,307,18.7
1029,1202,1410,1198,117,202,293,17.57
1011,1202,1409,1200,125,217,303,18.72
1018,1203,1425,1267,145,236,324,17.09
1015,1203,1439,1258,123,213,290,17.11
1024,1203,1406,1216,126,216,295,17.45
1021,1203,1395,1201,124,208,288,18.97
1025,1203,1412,1201,126,217,303,18.68
1003,1203,1429,1221,116,173,267,12.16
1041,1205,1431,1271,143,259,342,18.37
1031,1205,1442,1277,138,260,340,17.73
1025,1205,1453,1265,128,237,313,18.66
1026,1205,1413,1207,118,209,297,16.86
1024,1205,1416,1202,119,211,302,16.23
1023,1205,1410,1188,120,209,288,15.34
1025,1205,1421,1193,119,213,293,15.27
1030,1205,1413,1206,125,204,293,17.75
1043,1205,1407,1206,132,228,303,18.31
1008,1205,1421,1221,120,176,266,12.25
1032,1206,1403,1205,391,345,413,8.16
1015,1206,1416,1268,145,244,322,18.6
1027,1206,1424,1259,138,266,332,17.91
1035,1206,1453,1269,136,261,340,18.15
1027,1206,1466,1276,127,236,311,18.29
959,1208,1440,1184,327,531,444,8.19
1044,1208,1432,1225,405,351,418,8.74
1033,1208,1439,1285,148,251,337,18.41
1013,1208,1451,1269,127,221,302,17.12
1023,1208,1428,1212,117,207,300,17.39
1030,1208,1403,1184,120,214,293,15.33
1001,1208,1425,1220,119,180,272,11.48
1017,1209,1457,1256,123,220,307,16.81
1032,1209,1461,1269,126,231,317,18.51
1021,1209,1417,1211,119,217,297,15.46
968,1210,1459,1149,185,431,352,5.59
1030,1211,1433,1215,117,215,303,17.27
1025,1211,1402,1205,130,238,313,17.13
1017,1211,1435,1241,124,182,273,12.23
977,1212,1466,1202,283,518,427,6.05
1054,1212,1439,1290,149,262,337,17.76
1044,1212,1427,1280,144,256,334,17.16
1026,1212,1425,1210,117,204,288,17.07
1012,1212,1435,1227,120,185,283,12.27
1000,1214,1430,1136,147,416,339,6.36
1025,1214,1459,1269,125,232,313,18.37
1024,1214,1421,1207,122,221,302,15.3
1035,1214,1449,1229,111,177,264,12.4
1023,1214,1440,1223,119,193,281,11.33
1041,1215,1443,1273,148,271,348,17.51
1047,1215,1454,1287,138,253,328,18.08
1021,1215,1464,1258,125,233,317,17.35
1047,1215,1425,1219,125,217,307,18.9
981,1217,1435,1142,159,426,346,6.7
1038,1217,1439,1236,395,340,412,9.11
1025,1217,1458,1286,133,248,325,18.3
1043,1217,1451,1278,140,278,352,17.75
1031,1217,1423,1218,124,208,301,18.73
974,1218,1473,1216,279,509,420,6.5
1045,1218,1417,1232,138,236,330,4.98
1035,1218,1416,1259,144,273,349,17.73
1043,1218,1432,1277,143,260,341,17.1
1042,1218,1444,1278,145,278,356,18.41
1039,1218,1459,1300,137,254,329,18.52
1029,1218,1412,1203,125,208,291,17.35
1019,1218,1443,1205,106,149,246,12.6
1014,1218,1453,1246,123,211,296,11.5
918,1220,1522,1195,145,400,327,6.12
967,1220,1470,1185,191,453,366,7.42
1039,1220,1449,1286,145,277,352,17.77
1043,1221,1436,1238,325,294,376,7.73
1023,1221,1472,1283,129,211,300,16.96
1037,1222,1431,1229,397,346,413,8.72
1031,1222,1442,1291,152,254,337,17.75
1037,1222,1428,1274,147,273,342,17.34
1025,1222,1425,1269,143,284,354,17.07
1032,1222,1432,1283,148,273,349,18.64
990,1224,1443,1131,159,429,346,6.54
1045,1224,1438,1281,145,278,350,18.82
1032,1225,1366,1241,359,226,284,16.74
1045,1225,1444,1295,146,273,356,12.76
1032,1225,1414,1200,120,219,294,15.08
1008,1225,1454,1214,107,143,240,13
1013,1225,1454,1227,110,146,246,12.9
1030,1225,1453,1236,124,205,295,11.33
1023,1225,1443,1240,125,199,288,12.07
993,1227,1487,1210,309,543,444,6.37
1051,1227,1446,1258,344,321,384,7.89
1043,1227,1451,1305,175,261,332,18.57
1036,1227,1447,1283,139,261,342,18.1
1023,1227,1457,1255,126,205,300,12.81
1045,1228,1451,1286,139,268,348,17.37
1044,1228,1470,1300,137,237,325,16.46
1024,1228,1475,1281,130,232,311,17.63
1045,1228,1454,1241,133,231,324,18.76
1020,1228,1464,1234,121,174,265,12.49
1055,1230,1477,1308,401,266,336,14.31
1043,1230,1429,1277,145,279,349,16.74
1057,1230,1476,1309,152,284,360,18.11
1012,1230,1458,1231,113,160,249,12.57
1021,1230,1462,1218,109,150,260,12.66
987,1231,1472,1175,228,443,376,5.75
1047,1231,1458,1324,185,262,336,17.81
1050,1231,1442,1290,149,272,347,17.44
1045,1231,1473,1303,140,270,344,18.21
1042,1231,1468,1298,138,264,344,18.33
1061,1231,1476,1307,141,272,349,17.65
1035,1231,1455,1258,127,214,305,11.74
1041,1233,1439,1299,152,273,348,16.15
1051,1233,1469,1298,139,272,352,18.38
1048,1234,1495,1304,136,242,314,16.87
1024,1234,1485,1304,133,231,306,16.44
1032,1234,1462,1241,118,185,273,12.54
1056,1236,1446,1304,167,262,329,18.23
1030,1236,1439,1290,162,276,342,18.25
1045,1236,1466,1299,139,265,347,18.08
1044,1236,1455,1282,139,270,346,17.7
1045,1236,1461,1282,137,264,342,17.77
1057,1236,1465,1298,135,270,341,16.89
1054,1236,1485,1316,136,258,330,17.06
1036,1236,1455,1303,141,247,325,17.47
1051,1236,1502,1340,142,261,338,18.49
1031,1236,1481,1298,132,226,308,16.9
1042,1236,1484,1295,132,239,323,17.16
1044,1237,1431,1287,147,281,355,13.31
1017,1237,1472,1242,114,164,255,11.98
966,1238,1479,1225,300,515,428,7
1054,1239,1450,1298,147,279,354,17.86
1049,1239,1485,1312,135,254,331,17.48
1039,1239,1475,1299,136,250,325,17.12
1043,1239,1496,1299,133,232,313,16.84
1045,1240,1464,1285,267,251,334,7.45
1057,1240,1470,1311,150,302,376,18.35
1039,1240,1490,1313,138,238,318,18.73
1033,1240,1490,1291,133,248,331,17.64
996,1242,1473,1226,320,540,450,6.11
1042,1242,1469,1302,136,245,318,16.66
1048,1242,1496,1317,137,231,309,17.15
1043,1242,1487,1299,132,232,308,16.85
1009,1243,1456,1147,171,442,365,6.51
1053,1243,1476,1302,283,244,324,7.77
1050,1243,1461,1312,155,278,355,17.99
1066,1243,1462,1305,153,302,376,18.62
1049,1245,1440,1282,150,288,356,4.63
1044,1245,1481,1304,140,281,360,18.9
1065,1245,1488,1317,142,276,358,17.16
1055,1246,1484,1305,140,289,366,18.52
1013,1247,1499,1229,354,563,463,7.32
1018,1248,1486,1177,215,483,394,6.67
1013,1248,1489,1253,350,546,457,7.71
1059,1248,1459,1329,205,255,336,18.25
1059,1248,1447,1316,201,249,334,17.52
1068,1248,1481,1318,159,298,373,17.9
1061,1248,1464,1313,143,285,355,18.43
1057,1248,1491,1321,139,273,350,18.04
1065,1248,1495,1335,142,282,354,17.13
1053,1248,1481,1318,142,265,342,16.79
1031,1248,1487,1258,130,201,278,12.3
1044,1248,1488,1267,133,224,316,13.55
1021,1249,1477,1254,121,191,282,11.5
1066,1251,1477,1330,192,285,361,18.18
1060,1251,1469,1311,152,302,370,16.79
1045,1251,1511,1330,139,248,322,17.08
1012,1251,1475,1254,119,169,256,12.4
1060,1252,1466,1285,291,278,354,7.75
1068,1252,1475,1324,158,299,375,17.85
1071,1252,1495,1339,145,265,338,16.93
1042,1252,1475,1259,129,224,307,11.58
1019,1253,1480,1169,195,470,385,6.65
1087,1254,1472,1269,159,296,390,14.11
1047,1254,1487,1329,294,268,347,7.63
1067,1254,1485,1317,143,290,363,17.58
1053,1254,1506,1335,139,247,328,16.99
1048,1254,1516,1339,141,261,334,17.01
1043,1254,1491,1303,135,251,328,16.9
1049,1254,1472,1263,121,198,289,11.23
992,1255,1539,1226,190,431,351,7.24
1063,1255,1454,1317,188,264,341,17.45
1055,1255,1479,1307,139,271,346,17.96
1067,1255,1470,1300,140,268,346,17.62
1054,1255,1507,1324,141,287,359,16.72
1072,1257,1485,1325,162,290,378,17.09
1053,1257,1462,1326,181,300,370,17.29
1033,1257,1483,1272,128,220,311,11.46
1054,1258,1443,1312,201,285,354,8.86
1044,1258,1492,1375,320,205,306,13.63
1068,1258,1499,1329,145,295,369,18.79
1068,1258,1499,1348,150,275,349,17.76
1068,1258,1516,1336,141,249,322,16.45
1074,1258,1428,1180,108,192,293,14.13
1061,1258,1499,1273,134,236,323,11.65
1000,1259,1487,1216,247,467,391,6.06
1059,1260,1475,1305,289,260,341,7.96
1056,1260,1488,1311,298,264,346,7.91
1063,1260,1462,1326,185,278,352,18.17
1065,1260,1502,1325,147,307,378,18.82
1050,1260,1485,1268,130,221,317,12.97
1060,1261,1477,1295,295,268,347,8.1
1072,1261,1472,1320,170,312,378,12.48
1075,1262,1480,1333,216,285,360,18.33
1071,1262,1468,1316,166,304,371,16.75
1086,1264,1490,1325,181,304,371,16.68
1027,1264,1487,1250,116,170,259,12.33
1023,1265,1506,1251,389,589,483,8.1
1023,1265,1506,1251,389,589,483,8.63
1075,1265,1446,1308,224,353,399,8.32
1060,1265,1501,1298,135,238,325,6.69
1050,1265,1522,1347,140,261,340,17.28
1012,1267,1517,1209,239,467,389,6.33
1008,1267,1513,1224,378,577,481,7.39
914,1267,1638,1417,145,603,459,11.09
1080,1267,1499,1333,174,328,394,17.22
1045,1267,1485,1269,126,216,300,9.97
1039,1268,1495,1193,228,488,401,6.52
1073,1268,1476,1324,180,326,393,16.96
1097,1268,1483,1318,176,305,371,16.48
1078,1268,1506,1318,144,301,377,18.34
1063,1268,1506,1339,147,271,348,18.55
1073,1268,1518,1345,141,259,330,17.73
1067,1268,1529,1355,147,264,341,16.38
1066,1268,1496,1286,129,237,322,9.02
1054,1268,1498,1283,128,231,320,10.34
1021,1269,1505,1245,334,560,464,6.25
1079,1270,1521,1351,143,268,336,16.33
